set_id,cue_family,cue_word,condition,context_k,target_mass,mass_VERB,mass_NOUN,mass_ADJ,mass_NP_START,mass_PARTICIPLE,mass_CLAUSE_START
30,determiners,a,FULL_SCRAMBLED,1,0.0002866233307941002,,0.00012310471538512502,0.00016351861540897517,,,
30,determiners,a,FULL_SCRAMBLED,2,0.0,,0.0,0.0,,,
30,determiners,a,FULL_SCRAMBLED,4,0.0,,0.0,0.0,,,
30,determiners,a,FULL_SCRAMBLED,8,5.264162609819323e-05,,5.264162609819323e-05,0.0,,,
30,determiners,a,FULL_SCRAMBLED,full,5.264162609819323e-05,,5.264162609819323e-05,0.0,,,
30,determiners,a,CONTENT_SCRAMBLED,1,0.025986196349549573,,0.012819263793062419,0.013166932556487154,,,
30,determiners,a,CONTENT_SCRAMBLED,2,0.202078314483515,,0.07965719551430084,0.12242111896921415,,,
30,determiners,a,CONTENT_SCRAMBLED,4,0.21419003781920765,,0.08604975759226363,0.12814028022694401,,,
30,determiners,a,CONTENT_SCRAMBLED,8,0.20276707969605923,,0.07294816832290962,0.1298189113731496,,,
30,determiners,a,CONTENT_SCRAMBLED,full,0.20276707969605923,,0.07294816832290962,0.1298189113731496,,,
30,determiners,a,FUNCTION_SCRAMBLED,1,0.026463130248885136,,0.01172394758759765,0.014739182661287487,,,
30,determiners,a,FUNCTION_SCRAMBLED,2,0.04182160592608852,,0.010599046632705722,0.0312225592933828,,,
30,determiners,a,FUNCTION_SCRAMBLED,4,0.011760499022784643,,0.003989927317888942,0.007770571704895701,,,
30,determiners,a,FUNCTION_SCRAMBLED,8,0.013218609004979953,,0.004978171527909581,0.008240437477070373,,,
30,determiners,a,FUNCTION_SCRAMBLED,full,0.013218609004979953,,0.004978171527909581,0.008240437477070373,,,
30,determiners,a,CUE_DELETED,1,0.010169523571676109,,0.004687296925112605,0.005482226646563504,,,
30,determiners,a,CUE_DELETED,2,0.0002039380487985909,,0.0,0.0002039380487985909,,,
30,determiners,a,CUE_DELETED,4,8.343155059264973e-05,,0.0,8.343155059264973e-05,,,
30,determiners,a,CUE_DELETED,8,0.0063244779375963844,,0.00234698987333104,0.003977488064265344,,,
30,determiners,a,CUE_DELETED,full,0.0063244779375963844,,0.00234698987333104,0.003977488064265344,,,
1,prepositions,about,SENTENCE,1,0.12980472287745215,,,,0.12980472287745215,,
1,prepositions,about,SENTENCE,2,0.3212334891431965,,,,0.3212334891431965,,
1,prepositions,about,SENTENCE,4,0.23779413304328045,,,,0.23779413304328045,,
1,prepositions,about,SENTENCE,8,0.23779413304328045,,,,0.23779413304328045,,
1,prepositions,about,SENTENCE,full,0.23779413304328045,,,,0.23779413304328045,,
1,prepositions,about,JABBERWOCKY,1,0.12980472287745215,,,,0.12980472287745215,,
1,prepositions,about,JABBERWOCKY,2,0.40730875195004046,,,,0.40730875195004046,,
1,prepositions,about,JABBERWOCKY,4,0.192672211077479,,,,0.192672211077479,,
1,prepositions,about,JABBERWOCKY,8,0.192672211077479,,,,0.192672211077479,,
1,prepositions,about,JABBERWOCKY,full,0.192672211077479,,,,0.192672211077479,,
1,prepositions,about,FULL_SCRAMBLED,1,0.021092226743348874,,,,0.021092226743348874,,
1,prepositions,about,FULL_SCRAMBLED,2,0.0390458287911315,,,,0.0390458287911315,,
1,prepositions,about,FULL_SCRAMBLED,4,0.032322162991476944,,,,0.032322162991476944,,
1,prepositions,about,FULL_SCRAMBLED,8,0.032322162991476944,,,,0.032322162991476944,,
1,prepositions,about,FULL_SCRAMBLED,full,0.032322162991476944,,,,0.032322162991476944,,
1,prepositions,about,CONTENT_SCRAMBLED,1,0.12980472287745215,,,,0.12980472287745215,,
1,prepositions,about,CONTENT_SCRAMBLED,2,0.5334541637785151,,,,0.5334541637785151,,
1,prepositions,about,CONTENT_SCRAMBLED,4,0.37256775133573683,,,,0.37256775133573683,,
1,prepositions,about,CONTENT_SCRAMBLED,8,0.37256775133573683,,,,0.37256775133573683,,
1,prepositions,about,CONTENT_SCRAMBLED,full,0.37256775133573683,,,,0.37256775133573683,,
1,prepositions,about,FUNCTION_SCRAMBLED,1,0.11624414320976939,,,,0.11624414320976939,,
1,prepositions,about,FUNCTION_SCRAMBLED,2,0.11134602499078028,,,,0.11134602499078028,,
1,prepositions,about,FUNCTION_SCRAMBLED,4,0.3160064071707893,,,,0.3160064071707893,,
1,prepositions,about,FUNCTION_SCRAMBLED,8,0.3160064071707893,,,,0.3160064071707893,,
1,prepositions,about,FUNCTION_SCRAMBLED,full,0.3160064071707893,,,,0.3160064071707893,,
1,prepositions,about,CUE_DELETED,1,0.056454313518770505,,,,0.056454313518770505,,
1,prepositions,about,CUE_DELETED,2,0.0012402326574374456,,,,0.0012402326574374456,,
1,prepositions,about,CUE_DELETED,4,0.0001276937582588289,,,,0.0001276937582588289,,
1,prepositions,about,CUE_DELETED,8,0.0001276937582588289,,,,0.0001276937582588289,,
1,prepositions,about,CUE_DELETED,full,0.0001276937582588289,,,,0.0001276937582588289,,
2,prepositions,on,SENTENCE,1,0.08942658035812201,,,,0.08942658035812201,,
2,prepositions,on,SENTENCE,2,0.11501694325124845,,,,0.11501694325124845,,
2,prepositions,on,SENTENCE,4,0.40528987180732656,,,,0.40528987180732656,,
2,prepositions,on,SENTENCE,8,0.40528987180732656,,,,0.40528987180732656,,
2,prepositions,on,SENTENCE,full,0.40528987180732656,,,,0.40528987180732656,,
2,prepositions,on,JABBERWOCKY,1,0.08942658035812201,,,,0.08942658035812201,,
2,prepositions,on,JABBERWOCKY,2,0.2745978506281972,,,,0.2745978506281972,,
2,prepositions,on,JABBERWOCKY,4,0.7778356910857838,,,,0.7778356910857838,,
2,prepositions,on,JABBERWOCKY,8,0.7778356910857838,,,,0.7778356910857838,,
2,prepositions,on,JABBERWOCKY,full,0.7778356910857838,,,,0.7778356910857838,,
2,prepositions,on,FULL_SCRAMBLED,1,0.10787638626788976,,,,0.10787638626788976,,
2,prepositions,on,FULL_SCRAMBLED,2,0.010354656937124673,,,,0.010354656937124673,,
2,prepositions,on,FULL_SCRAMBLED,4,0.02060033478483092,,,,0.02060033478483092,,
2,prepositions,on,FULL_SCRAMBLED,8,0.02060033478483092,,,,0.02060033478483092,,
2,prepositions,on,FULL_SCRAMBLED,full,0.02060033478483092,,,,0.02060033478483092,,
2,prepositions,on,CONTENT_SCRAMBLED,1,0.08942658035812201,,,,0.08942658035812201,,
2,prepositions,on,CONTENT_SCRAMBLED,2,0.36346285204490414,,,,0.36346285204490414,,
2,prepositions,on,CONTENT_SCRAMBLED,4,0.7214236501495179,,,,0.7214236501495179,,
2,prepositions,on,CONTENT_SCRAMBLED,8,0.7214236501495179,,,,0.7214236501495179,,
2,prepositions,on,CONTENT_SCRAMBLED,full,0.7214236501495179,,,,0.7214236501495179,,
2,prepositions,on,FUNCTION_SCRAMBLED,1,0.11624414320976939,,,,0.11624414320976939,,
2,prepositions,on,FUNCTION_SCRAMBLED,2,0.15211632329737768,,,,0.15211632329737768,,
2,prepositions,on,FUNCTION_SCRAMBLED,4,0.16362476261565462,,,,0.16362476261565462,,
2,prepositions,on,FUNCTION_SCRAMBLED,8,0.16362476261565462,,,,0.16362476261565462,,
2,prepositions,on,FUNCTION_SCRAMBLED,full,0.16362476261565462,,,,0.16362476261565462,,
2,prepositions,on,CUE_DELETED,1,0.056454313518770505,,,,0.056454313518770505,,
2,prepositions,on,CUE_DELETED,2,0.000391117951949127,,,,0.000391117951949127,,
2,prepositions,on,CUE_DELETED,4,0.0031502578785875812,,,,0.0031502578785875812,,
2,prepositions,on,CUE_DELETED,8,0.0031502578785875812,,,,0.0031502578785875812,,
2,prepositions,on,CUE_DELETED,full,0.0031502578785875812,,,,0.0031502578785875812,,
3,prepositions,for,SENTENCE,1,0.14289782211562851,,,,0.14289782211562851,,
3,prepositions,for,SENTENCE,2,0.4283433525270084,,,,0.4283433525270084,,
3,prepositions,for,SENTENCE,4,0.44876282268887735,,,,0.44876282268887735,,
3,prepositions,for,SENTENCE,8,0.44876282268887735,,,,0.44876282268887735,,
3,prepositions,for,SENTENCE,full,0.44876282268887735,,,,0.44876282268887735,,
3,prepositions,for,JABBERWOCKY,1,0.14289782211562851,,,,0.14289782211562851,,
3,prepositions,for,JABBERWOCKY,2,0.30483951819041977,,,,0.30483951819041977,,
3,prepositions,for,JABBERWOCKY,4,0.38023414334020345,,,,0.38023414334020345,,
3,prepositions,for,JABBERWOCKY,8,0.38023414334020345,,,,0.38023414334020345,,
3,prepositions,for,JABBERWOCKY,full,0.38023414334020345,,,,0.38023414334020345,,
3,prepositions,for,FULL_SCRAMBLED,1,0.0667976747645298,,,,0.0667976747645298,,
3,prepositions,for,FULL_SCRAMBLED,2,0.02960552029981045,,,,0.02960552029981045,,
3,prepositions,for,FULL_SCRAMBLED,4,0.02434568964963546,,,,0.02434568964963546,,
3,prepositions,for,FULL_SCRAMBLED,8,0.02434568964963546,,,,0.02434568964963546,,
3,prepositions,for,FULL_SCRAMBLED,full,0.02434568964963546,,,,0.02434568964963546,,
3,prepositions,for,CONTENT_SCRAMBLED,1,0.14289782211562851,,,,0.14289782211562851,,
3,prepositions,for,CONTENT_SCRAMBLED,2,0.3327242740706424,,,,0.3327242740706424,,
3,prepositions,for,CONTENT_SCRAMBLED,4,0.25510482137906365,,,,0.25510482137906365,,
3,prepositions,for,CONTENT_SCRAMBLED,8,0.25510482137906365,,,,0.25510482137906365,,
3,prepositions,for,CONTENT_SCRAMBLED,full,0.25510482137906365,,,,0.25510482137906365,,
3,prepositions,for,FUNCTION_SCRAMBLED,1,0.11624414320976939,,,,0.11624414320976939,,
3,prepositions,for,FUNCTION_SCRAMBLED,2,0.10733437845192384,,,,0.10733437845192384,,
3,prepositions,for,FUNCTION_SCRAMBLED,4,0.09029132226714864,,,,0.09029132226714864,,
3,prepositions,for,FUNCTION_SCRAMBLED,8,0.09029132226714864,,,,0.09029132226714864,,
3,prepositions,for,FUNCTION_SCRAMBLED,full,0.09029132226714864,,,,0.09029132226714864,,
3,prepositions,for,CUE_DELETED,1,0.056454313518770505,,,,0.056454313518770505,,
3,prepositions,for,CUE_DELETED,2,0.002274970873259008,,,,0.002274970873259008,,
3,prepositions,for,CUE_DELETED,4,0.02036377476179041,,,,0.02036377476179041,,
3,prepositions,for,CUE_DELETED,8,0.02036377476179041,,,,0.02036377476179041,,
3,prepositions,for,CUE_DELETED,full,0.02036377476179041,,,,0.02036377476179041,,
4,prepositions,with,SENTENCE,1,0.1652373642209568,,,,0.1652373642209568,,
4,prepositions,with,SENTENCE,2,0.36066149581893114,,,,0.36066149581893114,,
4,prepositions,with,SENTENCE,4,0.5354186393306009,,,,0.5354186393306009,,
4,prepositions,with,SENTENCE,8,0.5354186393306009,,,,0.5354186393306009,,
4,prepositions,with,SENTENCE,full,0.5354186393306009,,,,0.5354186393306009,,
4,prepositions,with,JABBERWOCKY,1,0.1652373642209568,,,,0.1652373642209568,,
4,prepositions,with,JABBERWOCKY,2,0.4619948817853583,,,,0.4619948817853583,,
4,prepositions,with,JABBERWOCKY,4,0.5986984341870993,,,,0.5986984341870993,,
4,prepositions,with,JABBERWOCKY,8,0.5986984341870993,,,,0.5986984341870993,,
4,prepositions,with,JABBERWOCKY,full,0.5986984341870993,,,,0.5986984341870993,,
4,prepositions,with,FULL_SCRAMBLED,1,0.013063378864899278,,,,0.013063378864899278,,
4,prepositions,with,FULL_SCRAMBLED,2,0.008914501857361756,,,,0.008914501857361756,,
4,prepositions,with,FULL_SCRAMBLED,4,0.025530428036290687,,,,0.025530428036290687,,
4,prepositions,with,FULL_SCRAMBLED,8,0.025530428036290687,,,,0.025530428036290687,,
4,prepositions,with,FULL_SCRAMBLED,full,0.025530428036290687,,,,0.025530428036290687,,
4,prepositions,with,CONTENT_SCRAMBLED,1,0.1652373642209568,,,,0.1652373642209568,,
4,prepositions,with,CONTENT_SCRAMBLED,2,0.40371808193594916,,,,0.40371808193594916,,
4,prepositions,with,CONTENT_SCRAMBLED,4,0.5398820084519684,,,,0.5398820084519684,,
4,prepositions,with,CONTENT_SCRAMBLED,8,0.5398820084519684,,,,0.5398820084519684,,
4,prepositions,with,CONTENT_SCRAMBLED,full,0.5398820084519684,,,,0.5398820084519684,,
4,prepositions,with,FUNCTION_SCRAMBLED,1,0.11624414320976939,,,,0.11624414320976939,,
4,prepositions,with,FUNCTION_SCRAMBLED,2,0.11412615192239173,,,,0.11412615192239173,,
4,prepositions,with,FUNCTION_SCRAMBLED,4,0.12903818865015637,,,,0.12903818865015637,,
4,prepositions,with,FUNCTION_SCRAMBLED,8,0.12903818865015637,,,,0.12903818865015637,,
4,prepositions,with,FUNCTION_SCRAMBLED,full,0.12903818865015637,,,,0.12903818865015637,,
4,prepositions,with,CUE_DELETED,1,0.056454313518770505,,,,0.056454313518770505,,
4,prepositions,with,CUE_DELETED,2,0.0020381744907354005,,,,0.0020381744907354005,,
4,prepositions,with,CUE_DELETED,4,0.007740615437796805,,,,0.007740615437796805,,
4,prepositions,with,CUE_DELETED,8,0.007740615437796805,,,,0.007740615437796805,,
4,prepositions,with,CUE_DELETED,full,0.007740615437796805,,,,0.007740615437796805,,
5,prepositions,for,SENTENCE,1,0.14289782211562851,,,,0.14289782211562851,,
5,prepositions,for,SENTENCE,2,0.3319303984826547,,,,0.3319303984826547,,
5,prepositions,for,SENTENCE,4,0.4589988909647218,,,,0.4589988909647218,,
5,prepositions,for,SENTENCE,8,0.4589988909647218,,,,0.4589988909647218,,
5,prepositions,for,SENTENCE,full,0.4589988909647218,,,,0.4589988909647218,,
5,prepositions,for,JABBERWOCKY,1,0.14289782211562851,,,,0.14289782211562851,,
5,prepositions,for,JABBERWOCKY,2,0.32501490574213676,,,,0.32501490574213676,,
5,prepositions,for,JABBERWOCKY,4,0.3268365111507592,,,,0.3268365111507592,,
5,prepositions,for,JABBERWOCKY,8,0.3268365111507592,,,,0.3268365111507592,,
5,prepositions,for,JABBERWOCKY,full,0.3268365111507592,,,,0.3268365111507592,,
5,prepositions,for,FULL_SCRAMBLED,1,0.010141477861907333,,,,0.010141477861907333,,
5,prepositions,for,FULL_SCRAMBLED,2,0.012605176478245994,,,,0.012605176478245994,,
5,prepositions,for,FULL_SCRAMBLED,4,0.04663286777213216,,,,0.04663286777213216,,
5,prepositions,for,FULL_SCRAMBLED,8,0.04663286777213216,,,,0.04663286777213216,,
5,prepositions,for,FULL_SCRAMBLED,full,0.04663286777213216,,,,0.04663286777213216,,
5,prepositions,for,CONTENT_SCRAMBLED,1,0.14289782211562851,,,,0.14289782211562851,,
5,prepositions,for,CONTENT_SCRAMBLED,2,0.31656440307415323,,,,0.31656440307415323,,
5,prepositions,for,CONTENT_SCRAMBLED,4,0.3084265170400613,,,,0.3084265170400613,,
5,prepositions,for,CONTENT_SCRAMBLED,8,0.3084265170400613,,,,0.3084265170400613,,
5,prepositions,for,CONTENT_SCRAMBLED,full,0.3084265170400613,,,,0.3084265170400613,,
5,prepositions,for,FUNCTION_SCRAMBLED,1,0.11624414320976939,,,,0.11624414320976939,,
5,prepositions,for,FUNCTION_SCRAMBLED,2,0.11922783275076654,,,,0.11922783275076654,,
5,prepositions,for,FUNCTION_SCRAMBLED,4,0.1540056580415694,,,,0.1540056580415694,,
5,prepositions,for,FUNCTION_SCRAMBLED,8,0.1540056580415694,,,,0.1540056580415694,,
5,prepositions,for,FUNCTION_SCRAMBLED,full,0.1540056580415694,,,,0.1540056580415694,,
5,prepositions,for,CUE_DELETED,1,0.056454313518770505,,,,0.056454313518770505,,
5,prepositions,for,CUE_DELETED,2,0.0003133801837975625,,,,0.0003133801837975625,,
5,prepositions,for,CUE_DELETED,4,0.012431512783223297,,,,0.012431512783223297,,
5,prepositions,for,CUE_DELETED,8,0.012431512783223297,,,,0.012431512783223297,,
5,prepositions,for,CUE_DELETED,full,0.012431512783223297,,,,0.012431512783223297,,
6,prepositions,on,SENTENCE,1,0.08942658035812201,,,,0.08942658035812201,,
6,prepositions,on,SENTENCE,2,0.2944305170676671,,,,0.2944305170676671,,
6,prepositions,on,SENTENCE,4,0.380726203769882,,,,0.380726203769882,,
6,prepositions,on,SENTENCE,8,0.380726203769882,,,,0.380726203769882,,
6,prepositions,on,SENTENCE,full,0.380726203769882,,,,0.380726203769882,,
6,prepositions,on,JABBERWOCKY,1,0.08942658035812201,,,,0.08942658035812201,,
6,prepositions,on,JABBERWOCKY,2,0.13416509130911436,,,,0.13416509130911436,,
6,prepositions,on,JABBERWOCKY,4,0.39361183234723285,,,,0.39361183234723285,,
6,prepositions,on,JABBERWOCKY,8,0.39361183234723285,,,,0.39361183234723285,,
6,prepositions,on,JABBERWOCKY,full,0.39361183234723285,,,,0.39361183234723285,,
6,prepositions,on,FULL_SCRAMBLED,1,0.11624414320976939,,,,0.11624414320976939,,
6,prepositions,on,FULL_SCRAMBLED,2,0.12086617772001773,,,,0.12086617772001773,,
6,prepositions,on,FULL_SCRAMBLED,4,0.10479001830390189,,,,0.10479001830390189,,
6,prepositions,on,FULL_SCRAMBLED,8,0.10479001830390189,,,,0.10479001830390189,,
6,prepositions,on,FULL_SCRAMBLED,full,0.10479001830390189,,,,0.10479001830390189,,
6,prepositions,on,CONTENT_SCRAMBLED,1,0.08942658035812201,,,,0.08942658035812201,,
6,prepositions,on,CONTENT_SCRAMBLED,2,0.13416509130911436,,,,0.13416509130911436,,
6,prepositions,on,CONTENT_SCRAMBLED,4,0.3890946856554365,,,,0.3890946856554365,,
6,prepositions,on,CONTENT_SCRAMBLED,8,0.3890946856554365,,,,0.3890946856554365,,
6,prepositions,on,CONTENT_SCRAMBLED,full,0.3890946856554365,,,,0.3890946856554365,,
6,prepositions,on,FUNCTION_SCRAMBLED,1,0.11624414320976939,,,,0.11624414320976939,,
6,prepositions,on,FUNCTION_SCRAMBLED,2,0.09976262527925428,,,,0.09976262527925428,,
6,prepositions,on,FUNCTION_SCRAMBLED,4,0.13266380288405344,,,,0.13266380288405344,,
6,prepositions,on,FUNCTION_SCRAMBLED,8,0.13266380288405344,,,,0.13266380288405344,,
6,prepositions,on,FUNCTION_SCRAMBLED,full,0.13266380288405344,,,,0.13266380288405344,,
6,prepositions,on,CUE_DELETED,1,0.056454313518770505,,,,0.056454313518770505,,
6,prepositions,on,CUE_DELETED,2,0.00493005399039248,,,,0.00493005399039248,,
6,prepositions,on,CUE_DELETED,4,0.029547518723120447,,,,0.029547518723120447,,
6,prepositions,on,CUE_DELETED,8,0.029547518723120447,,,,0.029547518723120447,,
6,prepositions,on,CUE_DELETED,full,0.029547518723120447,,,,0.029547518723120447,,
7,prepositions,about,SENTENCE,1,0.12980472287745215,,,,0.12980472287745215,,
7,prepositions,about,SENTENCE,2,0.2878913428503438,,,,0.2878913428503438,,
7,prepositions,about,SENTENCE,4,0.2961326488366467,,,,0.2961326488366467,,
7,prepositions,about,SENTENCE,8,0.2961326488366467,,,,0.2961326488366467,,
7,prepositions,about,SENTENCE,full,0.2961326488366467,,,,0.2961326488366467,,
7,prepositions,about,JABBERWOCKY,1,0.12980472287745215,,,,0.12980472287745215,,
7,prepositions,about,JABBERWOCKY,2,0.46293512568081496,,,,0.46293512568081496,,
7,prepositions,about,JABBERWOCKY,4,0.3195271605072776,,,,0.3195271605072776,,
7,prepositions,about,JABBERWOCKY,8,0.3195271605072776,,,,0.3195271605072776,,
7,prepositions,about,JABBERWOCKY,full,0.3195271605072776,,,,0.3195271605072776,,
7,prepositions,about,FULL_SCRAMBLED,1,0.0038744418270653114,,,,0.0038744418270653114,,
7,prepositions,about,FULL_SCRAMBLED,2,0.003748297363927122,,,,0.003748297363927122,,
7,prepositions,about,FULL_SCRAMBLED,4,0.00711787337786518,,,,0.00711787337786518,,
7,prepositions,about,FULL_SCRAMBLED,8,0.00711787337786518,,,,0.00711787337786518,,
7,prepositions,about,FULL_SCRAMBLED,full,0.00711787337786518,,,,0.00711787337786518,,
7,prepositions,about,CONTENT_SCRAMBLED,1,0.12980472287745215,,,,0.12980472287745215,,
7,prepositions,about,CONTENT_SCRAMBLED,2,0.47504294583268347,,,,0.47504294583268347,,
7,prepositions,about,CONTENT_SCRAMBLED,4,0.34574394302035216,,,,0.34574394302035216,,
7,prepositions,about,CONTENT_SCRAMBLED,8,0.34574394302035216,,,,0.34574394302035216,,
7,prepositions,about,CONTENT_SCRAMBLED,full,0.34574394302035216,,,,0.34574394302035216,,
7,prepositions,about,FUNCTION_SCRAMBLED,1,0.11624414320976939,,,,0.11624414320976939,,
7,prepositions,about,FUNCTION_SCRAMBLED,2,0.1590290410531452,,,,0.1590290410531452,,
7,prepositions,about,FUNCTION_SCRAMBLED,4,0.07652913444326259,,,,0.07652913444326259,,
7,prepositions,about,FUNCTION_SCRAMBLED,8,0.07652913444326259,,,,0.07652913444326259,,
7,prepositions,about,FUNCTION_SCRAMBLED,full,0.07652913444326259,,,,0.07652913444326259,,
7,prepositions,about,CUE_DELETED,1,0.056454313518770505,,,,0.056454313518770505,,
7,prepositions,about,CUE_DELETED,2,0.00033781773527152836,,,,0.00033781773527152836,,
7,prepositions,about,CUE_DELETED,4,0.002548960823332891,,,,0.002548960823332891,,
7,prepositions,about,CUE_DELETED,8,0.002548960823332891,,,,0.002548960823332891,,
7,prepositions,about,CUE_DELETED,full,0.002548960823332891,,,,0.002548960823332891,,
8,prepositions,with,SENTENCE,1,0.1652373642209568,,,,0.1652373642209568,,
8,prepositions,with,SENTENCE,2,0.4599090051924577,,,,0.4599090051924577,,
8,prepositions,with,SENTENCE,4,0.6016455278659123,,,,0.6016455278659123,,
8,prepositions,with,SENTENCE,8,0.6016455278659123,,,,0.6016455278659123,,
8,prepositions,with,SENTENCE,full,0.6016455278659123,,,,0.6016455278659123,,
8,prepositions,with,JABBERWOCKY,1,0.1652373642209568,,,,0.1652373642209568,,
8,prepositions,with,JABBERWOCKY,2,0.3401489184179809,,,,0.3401489184179809,,
8,prepositions,with,JABBERWOCKY,4,0.27996592478302773,,,,0.27996592478302773,,
8,prepositions,with,JABBERWOCKY,8,0.27996592478302773,,,,0.27996592478302773,,
8,prepositions,with,JABBERWOCKY,full,0.27996592478302773,,,,0.27996592478302773,,
8,prepositions,with,FULL_SCRAMBLED,1,0.11624414320976939,,,,0.11624414320976939,,
8,prepositions,with,FULL_SCRAMBLED,2,0.11481975419155788,,,,0.11481975419155788,,
8,prepositions,with,FULL_SCRAMBLED,4,0.1024608812876977,,,,0.1024608812876977,,
8,prepositions,with,FULL_SCRAMBLED,8,0.1024608812876977,,,,0.1024608812876977,,
8,prepositions,with,FULL_SCRAMBLED,full,0.1024608812876977,,,,0.1024608812876977,,
8,prepositions,with,CONTENT_SCRAMBLED,1,0.1652373642209568,,,,0.1652373642209568,,
8,prepositions,with,CONTENT_SCRAMBLED,2,0.5201057437952841,,,,0.5201057437952841,,
8,prepositions,with,CONTENT_SCRAMBLED,4,0.3649614018431748,,,,0.3649614018431748,,
8,prepositions,with,CONTENT_SCRAMBLED,8,0.3649614018431748,,,,0.3649614018431748,,
8,prepositions,with,CONTENT_SCRAMBLED,full,0.3649614018431748,,,,0.3649614018431748,,
8,prepositions,with,FUNCTION_SCRAMBLED,1,0.11624414320976939,,,,0.11624414320976939,,
8,prepositions,with,FUNCTION_SCRAMBLED,2,0.14294451610476244,,,,0.14294451610476244,,
8,prepositions,with,FUNCTION_SCRAMBLED,4,0.07891711972479243,,,,0.07891711972479243,,
8,prepositions,with,FUNCTION_SCRAMBLED,8,0.07891711972479243,,,,0.07891711972479243,,
8,prepositions,with,FUNCTION_SCRAMBLED,full,0.07891711972479243,,,,0.07891711972479243,,
8,prepositions,with,CUE_DELETED,1,0.056454313518770505,,,,0.056454313518770505,,
8,prepositions,with,CUE_DELETED,2,0.0008275962682091631,,,,0.0008275962682091631,,
8,prepositions,with,CUE_DELETED,4,0.02137516920629423,,,,0.02137516920629423,,
8,prepositions,with,CUE_DELETED,8,0.02137516920629423,,,,0.02137516920629423,,
8,prepositions,with,CUE_DELETED,full,0.02137516920629423,,,,0.02137516920629423,,
9,prepositions,for,SENTENCE,1,0.14289782211562851,,,,0.14289782211562851,,
9,prepositions,for,SENTENCE,2,0.3960566652021953,,,,0.3960566652021953,,
9,prepositions,for,SENTENCE,4,0.7141746706893173,,,,0.7141746706893173,,
9,prepositions,for,SENTENCE,8,0.7141746706893173,,,,0.7141746706893173,,
9,prepositions,for,SENTENCE,full,0.7141746706893173,,,,0.7141746706893173,,
9,prepositions,for,JABBERWOCKY,1,0.14289782211562851,,,,0.14289782211562851,,
9,prepositions,for,JABBERWOCKY,2,0.3475561075247242,,,,0.3475561075247242,,
9,prepositions,for,JABBERWOCKY,4,0.2161022009095177,,,,0.2161022009095177,,
9,prepositions,for,JABBERWOCKY,8,0.2161022009095177,,,,0.2161022009095177,,
9,prepositions,for,JABBERWOCKY,full,0.2161022009095177,,,,0.2161022009095177,,
9,prepositions,for,FULL_SCRAMBLED,1,0.015866376197664067,,,,0.015866376197664067,,
9,prepositions,for,FULL_SCRAMBLED,2,0.012303635128773749,,,,0.012303635128773749,,
9,prepositions,for,FULL_SCRAMBLED,4,0.027736359763366636,,,,0.027736359763366636,,
9,prepositions,for,FULL_SCRAMBLED,8,0.027736359763366636,,,,0.027736359763366636,,
9,prepositions,for,FULL_SCRAMBLED,full,0.027736359763366636,,,,0.027736359763366636,,
9,prepositions,for,CONTENT_SCRAMBLED,1,0.14289782211562851,,,,0.14289782211562851,,
9,prepositions,for,CONTENT_SCRAMBLED,2,0.24203441451390972,,,,0.24203441451390972,,
9,prepositions,for,CONTENT_SCRAMBLED,4,0.26480874682602007,,,,0.26480874682602007,,
9,prepositions,for,CONTENT_SCRAMBLED,8,0.26480874682602007,,,,0.26480874682602007,,
9,prepositions,for,CONTENT_SCRAMBLED,full,0.26480874682602007,,,,0.26480874682602007,,
9,prepositions,for,FUNCTION_SCRAMBLED,1,0.11624414320976939,,,,0.11624414320976939,,
9,prepositions,for,FUNCTION_SCRAMBLED,2,0.1339679007214727,,,,0.1339679007214727,,
9,prepositions,for,FUNCTION_SCRAMBLED,4,0.06005139258923009,,,,0.06005139258923009,,
9,prepositions,for,FUNCTION_SCRAMBLED,8,0.06005139258923009,,,,0.06005139258923009,,
9,prepositions,for,FUNCTION_SCRAMBLED,full,0.06005139258923009,,,,0.06005139258923009,,
9,prepositions,for,CUE_DELETED,1,0.056454313518770505,,,,0.056454313518770505,,
9,prepositions,for,CUE_DELETED,2,0.02220144146849634,,,,0.02220144146849634,,
9,prepositions,for,CUE_DELETED,4,0.018998913998075295,,,,0.018998913998075295,,
9,prepositions,for,CUE_DELETED,8,0.018998913998075295,,,,0.018998913998075295,,
9,prepositions,for,CUE_DELETED,full,0.018998913998075295,,,,0.018998913998075295,,
10,prepositions,about,SENTENCE,1,0.12980472287745215,,,,0.12980472287745215,,
10,prepositions,about,SENTENCE,2,0.4608671427158697,,,,0.4608671427158697,,
10,prepositions,about,SENTENCE,4,0.47286388510110555,,,,0.47286388510110555,,
10,prepositions,about,SENTENCE,8,0.47286388510110555,,,,0.47286388510110555,,
10,prepositions,about,SENTENCE,full,0.47286388510110555,,,,0.47286388510110555,,
10,prepositions,about,JABBERWOCKY,1,0.12980472287745215,,,,0.12980472287745215,,
10,prepositions,about,JABBERWOCKY,2,0.45627527022588765,,,,0.45627527022588765,,
10,prepositions,about,JABBERWOCKY,4,0.24322502549330238,,,,0.24322502549330238,,
10,prepositions,about,JABBERWOCKY,8,0.24322502549330238,,,,0.24322502549330238,,
10,prepositions,about,JABBERWOCKY,full,0.24322502549330238,,,,0.24322502549330238,,
10,prepositions,about,FULL_SCRAMBLED,1,0.12980472287745215,,,,0.12980472287745215,,
10,prepositions,about,FULL_SCRAMBLED,2,0.15230136898026103,,,,0.15230136898026103,,
